language	result1Mean	result2Mean	result1Low	result1High	result2Low	result2High	result3Mean	result3Low	result3High
Portuguese	0.9999999988381574	0.928515658569337	0.9999999980000001	0.9999999992307692	0.8641146573153409	0.9789470140861742	0.9999999988381574	0.9999999980000001	0.9999999992307692
Hebrew	0.9999999982601828	0.9451962042721833	0.9999999966666667	0.9999999989999999	0.8717704079367898	0.9947368275035512	0.9999999982601828	0.9999999966666667	0.9999999989999999
Indonesian	0.9999999986971683	0.9727114904419453	0.9999999975	0.999999999090909	0.9277946535220817	1.0	0.9999999986971683	0.9999999975	0.999999999090909
Greek	0.999999999062122	0.9512031311988836	0.9999999983333333	0.9999999993333333	0.8914473533630372	0.9967106819152832	0.999999999062122	0.9999999983333333	0.9999999993333333
Latvian	0.4852154374783655	0.5453269887468022	0.39999999997142854	0.5671641790621519	0.4923438241007588	0.6007299352245368	-0.029569124971069	-0.19999999998518517	0.13432835819893071
Serbian	0.9999999994251587	0.9579308977327158	0.999999999090909	0.9999999996	0.8833270839877895	0.9963196441010163	0.9999999994251587	0.999999999090909	0.9999999996
Breton-Adap	0.9999999994744188	0.8586614600201042	0.999999999090909	0.9999999996428571	0.7252417116749044	0.9659507284359056	0.9999999994744188	0.999999999090909	0.9999999996428571
Croatian	0.9999999994874996	0.9725128372790786	0.9999999992857143	0.9999999996153845	0.9503613041896446	0.9921568029067096	0.9999999994874996	0.9999999992857143	0.9999999996153845
Faroese-Adap	0.9999305549240775	0.9562307530590611	0.9999999989999999	0.9999999995454545	0.909881591796875	0.9865047965633904	0.9998611104796715	0.9999999989999999	0.9999999995454545
Chinese	0.9999999988909718	0.9389715449923572	0.9999999975	0.999999999375	0.8917293003627232	0.9754385811941964	0.9999999988909718	0.9999999975	0.999999999375
German	0.9982663855140683	0.9261040471343385	0.9090909082644627	0.999999999375	0.8455145832015435	0.9827402091701986	0.9965327719072902	0.8181818174380164	0.999999999375
Ukrainian	0.9999999995165669	0.9613626290881454	0.9999999992857143	0.9999999996296296	0.9157270401243179	0.997180454314701	0.9999999995165669	0.9999999992857143	0.9999999996296296
Japanese	0.9999999993166155	0.9603453227742511	0.9999999989999999	0.9999999995238095	0.928421142578125	0.989052734375	0.9999999993166155	0.9999999989999999	0.9999999995238095
Czech	0.9999999992944123	0.9716392506493454	0.9999999989999999	0.9999999994444444	0.9359649658203124	1.0	0.9999999992944123	0.9999999989999999	0.9999999994444444
Thai-Adap	0.9999999995932941	0.7174130844205442	0.9999999994117647	0.9999999996969696	0.5775314598752741	0.8779318290844298	0.9999999995932941	0.9999999994117647	0.9999999996969696
Persian	0.9999999993732215	0.9682838422139498	0.9999999988888888	0.9999999995652173	0.9361405436197917	0.994385986328125	0.9999999993732215	0.9999999988888888	0.9999999995652173
Slovak	0.06969668393061086	0.35378872722070354	0.03333333333174603	0.11764705881723812	0.3125406154981818	0.399957552178829	-0.8606066320870096	-0.9333333332888889	-0.7647058823120478
Basque	0.9999999991562563	0.9863245985666984	0.9999999987499999	0.9999999993333333	0.9649123128255208	1.0	0.9999999991562563	0.9999999987499999	0.9999999993333333
Amharic-Adap	0.9999999998887178	0.83596671796367	0.9999999998245613	0.9999999999159664	0.7575105319057938	0.9104878891993613	0.9999999998887178	0.9999999998245613	0.9999999999159664
Polish	0.0955646303739141	0.4026887214932241	0.04477611939964357	0.16551724136789536	0.33755253030368704	0.46304101472202963	-0.8088707391864081	-0.9104477611260859	-0.6689655171952438
Arabic	0.9999999986932377	0.9867972751964278	0.9999999975	0.999999999090909	0.9698564702814276	1.0	0.9999999986932377	0.9999999975	0.999999999090909
