Language	Type	ModelID	AUC
Norwegian	RANDOM_BY_TYPE	1376841	3.11403632164
Norwegian	RANDOM_BY_TYPE	3854098	3.11733937263
Norwegian	RANDOM_BY_TYPE	1586362	3.10391736031
Norwegian	GROUND	7646144	3.10130167007
Spanish	RANDOM_BY_TYPE	6530131	3.90917682648
Spanish	RANDOM_BY_TYPE	4165700	3.90598297119
Spanish	RANDOM_BY_TYPE	3604909	3.92132282257
Spanish	RANDOM_BY_TYPE	336907	3.91987752914
Spanish	RANDOM_BY_TYPE	4645144	3.91772532463
Spanish	GROUND	1532767	3.89595890045
Basque	RANDOM_BY_TYPE	4486676	1.48946928978
Basque	RANDOM_BY_TYPE	2857378	1.49789714813
Basque	RANDOM_BY_TYPE	4054672	1.49619710445
Basque	RANDOM_BY_TYPE	8009387	1.4888638258
Basque	RANDOM_BY_TYPE	7040092	1.49137818813
Basque	GROUND	7021983	1.48370826244
Bulgarian	RANDOM_BY_TYPE	2148731	2.21282076836
Bulgarian	RANDOM_BY_TYPE	2669368	2.21519446373
Bulgarian	RANDOM_BY_TYPE	3278679	2.2144215107
Bulgarian	RANDOM_BY_TYPE	6045516	2.2118742466
Bulgarian	RANDOM_BY_TYPE	6958356	2.21909236908
Bulgarian	GROUND	3463422	2.21034812927
Croatian	RANDOM_BY_TYPE	6234747	2.2336807251
Croatian	RANDOM_BY_TYPE	1541700	2.23701000214
Croatian	RANDOM_BY_TYPE	6098309	2.23946452141
Croatian	RANDOM_BY_TYPE	7228740	2.23886585236
Croatian	RANDOM_BY_TYPE	7630755	2.23859667778
Croatian	GROUND	7018193	2.23418068886
Estonian	RANDOM_BY_TYPE	3163419	1.56623578072
Estonian	RANDOM_BY_TYPE	5479440	1.56453704834
Estonian	RANDOM_BY_TYPE	4032767	1.56356871128
Estonian	RANDOM_BY_TYPE	4375625	1.56408429146
Estonian	RANDOM_BY_TYPE	6390902	1.5623973608
Estonian	GROUND	8568513	1.56238996983
Hebrew	RANDOM_BY_TYPE	91096	2.49418950081
Hebrew	RANDOM_BY_TYPE	8769338	2.49574828148
Hebrew	RANDOM_BY_TYPE	6585462	2.49528694153
Hebrew	RANDOM_BY_TYPE	5164402	2.49419260025
Hebrew	RANDOM_BY_TYPE	4383687	2.49281477928
Hebrew	GROUND	1624538	2.48611903191
Japanese	RANDOM_BY_TYPE	4080341	2.59502196312
Japanese	RANDOM_BY_TYPE	2716334	2.60806560516
Japanese	RANDOM_BY_TYPE	341850	2.59674572945
Japanese	RANDOM_BY_TYPE	5741042	2.60463380814
Japanese	RANDOM_BY_TYPE	5253343	2.59611368179
Japanese	GROUND	2404379	2.5916967392
Polish	RANDOM_BY_TYPE	6349720	2.52481746674
Polish	RANDOM_BY_TYPE	8477342	2.52497673035
Polish	RANDOM_BY_TYPE	8414272	2.52002477646
Polish	RANDOM_BY_TYPE	1332642	2.52029418945
Polish	RANDOM_BY_TYPE	3794534	2.52692246437
Polish	GROUND	3636350	2.52281904221
Romanian	RANDOM_BY_TYPE	486223	2.91648101807
Romanian	RANDOM_BY_TYPE	3915952	2.9181535244
Romanian	RANDOM_BY_TYPE	6739953	2.91578388214
Romanian	RANDOM_BY_TYPE	2724092	2.91537451744
Romanian	RANDOM_BY_TYPE	3927764	2.91835737228
Romanian	GROUND	6811486	2.90909385681
Slovak	RANDOM_BY_TYPE	5357103	0.882400214672
Slovak	RANDOM_BY_TYPE	7771825	0.884488224983
Slovak	RANDOM_BY_TYPE	1311676	0.883347332478
Slovak	RANDOM_BY_TYPE	8155563	0.88290822506
Slovak	RANDOM_BY_TYPE	5174192	0.885266780853
Slovak	GROUND	4352590	0.884469985962
Slovenian	RANDOM_BY_TYPE	8979009	2.14540219307
Slovenian	RANDOM_BY_TYPE	6429757	2.14743733406
Slovenian	RANDOM_BY_TYPE	1672188	2.15391755104
Slovenian	RANDOM_BY_TYPE	8381733	2.14859271049
Slovenian	RANDOM_BY_TYPE	6087686	2.14499258995
Slovenian	GROUND	199528	2.14228200912
Swedish	RANDOM_BY_TYPE	7239106	2.58456754684
Swedish	RANDOM_BY_TYPE	7626202	2.58764147758
Swedish	RANDOM_BY_TYPE	7392137	2.57809090614
Swedish	RANDOM_BY_TYPE	999535	2.58195304871
Swedish	RANDOM_BY_TYPE	3363757	2.58939862251
Swedish	GROUND	7470564	2.57585763931
Afrikaans	RANDOM_BY_TYPE	2267850	2.59968972206
Afrikaans	RANDOM_BY_TYPE	9652451	2.60738921165
Afrikaans	RANDOM_BY_TYPE	8243543	2.61013841629
Afrikaans	RANDOM_BY_TYPE	5462543	2.61265659332
Afrikaans	RANDOM_BY_TYPE	4294866	2.60098814964
Afrikaans	GROUND	6462781	2.59320211411
Chinese	RANDOM_BY_TYPE	8401182	1.78106307983
Chinese	RANDOM_BY_TYPE	6377434	1.78325283527
Chinese	RANDOM_BY_TYPE	5431357	1.78211963177
Chinese	RANDOM_BY_TYPE	3528620	1.78435444832
Chinese	RANDOM_BY_TYPE	603770	1.78393006325
Chinese	GROUND	6732053	1.77930617332
Danish	RANDOM_BY_TYPE	366919	2.00789046288
Danish	RANDOM_BY_TYPE	3754685	2.00334715843
Danish	RANDOM_BY_TYPE	5709793	2.01306939125
Danish	RANDOM_BY_TYPE	6752551	2.00859546661
Danish	RANDOM_BY_TYPE	279104	2.00917053223
Danish	RANDOM_BY_TYPE	7340092	2.00296616554
Danish	GROUND	7615815	2.00096988678
Danish	GROUND	3387518	2.00094175339
Greek	RANDOM_BY_TYPE	4024078	1.84312784672
Greek	RANDOM_BY_TYPE	3013663	1.8508374691
Greek	RANDOM_BY_TYPE	5676935	1.84766829014
Greek	RANDOM_BY_TYPE	3617768	1.84887576103
Greek	RANDOM_BY_TYPE	2881713	1.85087716579
Greek	GROUND	9550385	1.84084451199
Hungarian	RANDOM_BY_TYPE	8599674	0.557594537735
Hungarian	RANDOM_BY_TYPE	9835514	0.558644473553
Hungarian	RANDOM_BY_TYPE	1414132	0.556934833527
Hungarian	RANDOM_BY_TYPE	3446140	0.558565497398
Hungarian	RANDOM_BY_TYPE	9099202	0.556480169296
Hungarian	GROUND	2817442	0.556926190853
North_Sami	RANDOM_BY_TYPE	1656565	0.607067704201
North_Sami	RANDOM_BY_TYPE	8539080	0.605138599873
North_Sami	RANDOM_BY_TYPE	1669908	0.606958627701
North_Sami	RANDOM_BY_TYPE	7945071	0.606592416763
North_Sami	RANDOM_BY_TYPE	7088071	0.606586992741
North_Sami	GROUND	9765545	0.607560098171
Persian	RANDOM_BY_TYPE	3402768	2.04404091835
Persian	RANDOM_BY_TYPE	3150334	2.04726171494
Persian	RANDOM_BY_TYPE	4464367	2.04510855675
Persian	RANDOM_BY_TYPE	4087432	2.04756546021
Persian	RANDOM_BY_TYPE	3836696	2.04871582985
Persian	GROUND	9839267	2.0401031971
Serbian	RANDOM_BY_TYPE	8574686	2.27064418793
Serbian	RANDOM_BY_TYPE	5183512	2.26719617844
Serbian	RANDOM_BY_TYPE	1245613	2.26736354828
Serbian	RANDOM_BY_TYPE	628739	2.26280498505
Serbian	RANDOM_BY_TYPE	9074249	2.26478123665
Serbian	GROUND	2156152	2.26203227043
Turkish	RANDOM_BY_TYPE	4797095	0.582823336124
Turkish	RANDOM_BY_TYPE	4538435	0.582782506943
Turkish	RANDOM_BY_TYPE	4532367	0.582029759884
Turkish	RANDOM_BY_TYPE	9064523	0.582387983799
Turkish	RANDOM_BY_TYPE	5933578	0.582334458828
Turkish	GROUND	5391171	0.580973744392
Ukrainian	RANDOM_BY_TYPE	7078591	1.03170418739
Ukrainian	RANDOM_BY_TYPE	4013889	1.02996599674
Ukrainian	RANDOM_BY_TYPE	4280456	1.03017187119
Ukrainian	RANDOM_BY_TYPE	902275	1.03218495846
Ukrainian	RANDOM_BY_TYPE	9788071	1.03132343292
Ukrainian	GROUND	9361302	1.03018307686
Vietnamese	RANDOM_BY_TYPE	2711617	0.905083477497
Vietnamese	RANDOM_BY_TYPE	6964926	0.903077542782
Vietnamese	RANDOM_BY_TYPE	3550086	0.903092622757
Vietnamese	RANDOM_BY_TYPE	7122632	0.903051197529
Vietnamese	RANDOM_BY_TYPE	1190017	0.902827978134
Vietnamese	GROUND	4942325	0.901630461216
Amharic-Adap	RANDOM_BY_TYPE	2689533	2.56820034981
Amharic-Adap	RANDOM_BY_TYPE	2625489	2.56455588341
Amharic-Adap	RANDOM_BY_TYPE	1288312	2.5814447403
Amharic-Adap	RANDOM_BY_TYPE	7027042	2.57826781273
Amharic-Adap	RANDOM_BY_TYPE	7448416	2.56709074974
Amharic-Adap	GROUND	4447687	2.55290412903
Armenian-Adap	RANDOM_BY_TYPE	7571705	0.391965657473
Armenian-Adap	RANDOM_BY_TYPE	1651854	0.393201947212
Armenian-Adap	RANDOM_BY_TYPE	520938	0.393719732761
Armenian-Adap	RANDOM_BY_TYPE	1645265	0.392552435398
Armenian-Adap	RANDOM_BY_TYPE	8305853	0.394069194794
Armenian-Adap	GROUND	7851295	0.391813755035
Breton-Adap	RANDOM_BY_TYPE	6568818	2.21464824677
Breton-Adap	RANDOM_BY_TYPE	8400023	2.19710421562
Breton-Adap	RANDOM_BY_TYPE	8584688	2.21014332771
Breton-Adap	RANDOM_BY_TYPE	7998608	2.20540475845
Breton-Adap	RANDOM_BY_TYPE	3470727	2.19023656845
Breton-Adap	GROUND	717962	2.19934153557
Buryat-Adap	RANDOM_BY_TYPE	6547332	0.31909519434
Buryat-Adap	RANDOM_BY_TYPE	5027804	0.317957401276
Buryat-Adap	RANDOM_BY_TYPE	5584352	0.317975640297
Buryat-Adap	RANDOM_BY_TYPE	9726682	0.315564990044
Buryat-Adap	RANDOM_BY_TYPE	1354358	0.319370537996
Buryat-Adap	GROUND	8501568	0.316758781672
Cantonese-Adap	RANDOM_BY_TYPE	8938423	1.38704025745
Cantonese-Adap	RANDOM_BY_TYPE	2445029	1.38494050503
Cantonese-Adap	RANDOM_BY_TYPE	4874171	1.38565289974
Cantonese-Adap	RANDOM_BY_TYPE	5256439	1.3892493248
Cantonese-Adap	RANDOM_BY_TYPE	5838949	1.38770568371
Cantonese-Adap	GROUND	9112344	1.38728773594
Faroese-Adap	RANDOM_BY_TYPE	5339517	1.81105983257
Faroese-Adap	RANDOM_BY_TYPE	1688973	1.81362712383
Faroese-Adap	RANDOM_BY_TYPE	4845243	1.84592521191
Faroese-Adap	RANDOM_BY_TYPE	9181145	1.81110417843
Faroese-Adap	RANDOM_BY_TYPE	4359381	1.81207859516
Faroese-Adap	GROUND	7429780	1.80896317959
Kazakh-Adap	RANDOM_BY_TYPE	1483880	0.384085536003
Kazakh-Adap	RANDOM_BY_TYPE	1798438	0.386641561985
Kazakh-Adap	RANDOM_BY_TYPE	6561906	0.388919204473
Kazakh-Adap	RANDOM_BY_TYPE	8538405	0.385624796152
Kazakh-Adap	RANDOM_BY_TYPE	3100946	0.387010216713
Kazakh-Adap	GROUND	9874000	0.383106589317
Kurmanji-Adap	RANDOM_BY_TYPE	9494822	1.13307821751
Kurmanji-Adap	RANDOM_BY_TYPE	2375802	1.1355496645
Kurmanji-Adap	RANDOM_BY_TYPE	905775	1.13445973396
Kurmanji-Adap	RANDOM_BY_TYPE	5885158	1.13455414772
Kurmanji-Adap	RANDOM_BY_TYPE	5673096	1.13502550125
Kurmanji-Adap	GROUND	5512740	1.13801395893
Naija-Adap	RANDOM_BY_TYPE	7530801	1.79328739643
Naija-Adap	RANDOM_BY_TYPE	4100230	1.79615187645
Naija-Adap	RANDOM_BY_TYPE	2992230	1.7940518856
Naija-Adap	RANDOM_BY_TYPE	5284405	1.79261338711
Naija-Adap	RANDOM_BY_TYPE	9048593	1.79478299618
Naija-Adap	GROUND	628864	1.79302167892
Thai-Adap	RANDOM_BY_TYPE	4900953	2.28412389755
Thai-Adap	RANDOM_BY_TYPE	4629146	2.27666687965
Thai-Adap	RANDOM_BY_TYPE	9065397	2.27997875214
Thai-Adap	RANDOM_BY_TYPE	3267168	2.28185534477
Thai-Adap	RANDOM_BY_TYPE	1768340	2.28297448158
Thai-Adap	GROUND	4297090	2.27219200134
Uyghur-Adap	RANDOM_BY_TYPE	3106808	0.425054311752
Uyghur-Adap	RANDOM_BY_TYPE	2849132	0.424845963717
Uyghur-Adap	RANDOM_BY_TYPE	4340758	0.424159169197
Uyghur-Adap	RANDOM_BY_TYPE	7147893	0.42558157444
Uyghur-Adap	RANDOM_BY_TYPE	8394649	0.425519794226
Uyghur-Adap	GROUND	6149312	0.423223882914
Bambara-Adap	RANDOM_BY_TYPE	7745961	3.53272032738
Bambara-Adap	RANDOM_BY_TYPE	9974093	3.54114603996
Bambara-Adap	RANDOM_BY_TYPE	8068006	3.53163766861
Bambara-Adap	RANDOM_BY_TYPE	9872857	3.54154062271
Bambara-Adap	RANDOM_BY_TYPE	1697615	3.53684163094
Bambara-Adap	GROUND	2154619	3.53444290161
Erzya-Adap	RANDOM_BY_TYPE	3988091	0.60709297657
Erzya-Adap	RANDOM_BY_TYPE	583096	0.608203172684
Erzya-Adap	RANDOM_BY_TYPE	873897	0.610941827297
Erzya-Adap	RANDOM_BY_TYPE	3978481	0.609217703342
Erzya-Adap	RANDOM_BY_TYPE	6487303	0.60836237669
Erzya-Adap	GROUND	8018019	0.606674969196
Maltese	RANDOM_BY_TYPE	5100646	1.48410868645
Maltese	RANDOM_BY_TYPE	2188045	1.48839473724
Maltese	RANDOM_BY_TYPE	2971060	1.49032652378
Maltese	RANDOM_BY_TYPE	9474003	1.48468375206
Maltese	RANDOM_BY_TYPE	9548998	1.48691546917
Maltese	GROUND	7777750	1.47638070583
Latvian	RANDOM_BY_TYPE	3309375	1.21001660824
Latvian	RANDOM_BY_TYPE	2033182	1.20817756653
Latvian	RANDOM_BY_TYPE	7243739	1.20919978619
Latvian	RANDOM_BY_TYPE	3009566	1.20982253551
Latvian	RANDOM_BY_TYPE	6878797	1.20781457424
Latvian	RANDOM_BY_TYPE	1058145	1.20957672596
Latvian	GROUND	5030052	1.20900690556
Indonesian	RANDOM_BY_TYPE	4770443	2.49394154549
Indonesian	RANDOM_BY_TYPE	2369159	2.48606967926
Indonesian	RANDOM_BY_TYPE	6895328	2.48729133606
Indonesian	RANDOM_BY_TYPE	4924591	2.48404741287
Indonesian	RANDOM_BY_TYPE	7841861	2.48103785515
Indonesian	GROUND	4211746	2.47798871994
Urdu	RANDOM_BY_TYPE	9780065	3.34108901024
Urdu	RANDOM_BY_TYPE	1916137	3.34269404411
Urdu	RANDOM_BY_TYPE	3024341	3.33811116219
Urdu	RANDOM_BY_TYPE	6765558	3.33578586578
Urdu	RANDOM_BY_TYPE	2845662	3.34362983704
Urdu	GROUND	2376660	3.32487177849
Portuguese	RANDOM_BY_TYPE	9887261	3.62995862961
Portuguese	RANDOM_BY_TYPE	679731	3.64643716812
Portuguese	RANDOM_BY_TYPE	4798727	3.63061594963
Portuguese	RANDOM_BY_TYPE	8995698	3.62834596634
Portuguese	RANDOM_BY_TYPE	1712786	3.64369893074
Portuguese	GROUND	2023402	3.62158179283
English	RANDOM_BY_TYPE	7118310	3.57153844833
English	RANDOM_BY_TYPE	6369684	3.57219076157
English	RANDOM_BY_TYPE	3005240	3.577657938
English	RANDOM_BY_TYPE	9256853	3.58077716827
English	RANDOM_BY_TYPE	3846955	3.58010601997
English	GROUND	3819940	3.56040596962
Italian	RANDOM_BY_TYPE	3147772	3.92694187164
Italian	RANDOM_BY_TYPE	9060485	3.9350669384
Italian	RANDOM_BY_TYPE	2398289	3.92960500717
Italian	RANDOM_BY_TYPE	5510451	3.92827105522
Italian	RANDOM_BY_TYPE	1471199	3.9282951355
Italian	RANDOM_BY_TYPE	7790872	3.95497608185
Italian	RANDOM_BY_TYPE	909535	3.93890571594
Italian	GROUND	6433590	3.91665863991
Italian	GROUND	6868104	3.91648697853
Russian	RANDOM_BY_TYPE	6804947	2.60624623299
Russian	RANDOM_BY_TYPE	2590401	2.60460114479
Russian	RANDOM_BY_TYPE	3410510	2.60646128654
Russian	RANDOM_BY_TYPE	3946947	2.60366082191
Russian	RANDOM_BY_TYPE	8729318	2.6058883667
Russian	GROUND	8146011	2.60429143906
Korean	RANDOM_BY_TYPE	2723085	1.02960824966
Korean	RANDOM_BY_TYPE	1089755	1.02916121483
Korean	RANDOM_BY_TYPE	5110037	1.02916359901
Korean	RANDOM_BY_TYPE	7549032	1.02940225601
Korean	RANDOM_BY_TYPE	7803978	1.02776277065
Korean	RANDOM_BY_TYPE	1771560	1.0277453661
Korean	RANDOM_BY_TYPE	2665709	1.02929770947
Korean	GROUND	8424411	1.02313864231
