Language	CoarseDependency	BranchingEntropy
Norwegian	aux	0.021524629594
Norwegian	parataxis	0.160357640659
Norwegian	xcomp	0.0846114918816
Norwegian	nsubj	0.447467771131
Norwegian	nummod	0.0249718824076
Norwegian	advmod	0.60835394064
Norwegian	punct	0.345918893183
Norwegian	compound	0.339364776967
Norwegian	goeswith	0.588168777409
Norwegian	case	0.0377111280468
Norwegian	cop	0.147104003219
Norwegian	obl	0.507955329746
Norwegian	obj	0.222748805046
Norwegian	appos	1.42524604707e-10
Norwegian	det	0.0841825938398
Norwegian	nmod	0.594758800307
Norwegian	amod	0.195194377532
Norwegian	iobj	0.471079697972
Norwegian	expl	0.476483243313
Spanish	cc	0.0922215924748
Spanish	orphan	7.8579234947e-09
Spanish	ccomp	0.454139009508
Spanish	csubj	0.546141440632
Spanish	conj	9.5351578108e-12
Spanish	acl	0.121334977791
Spanish	mark	0.0287841101763
Spanish	advcl	0.445808262489
Spanish	aux	0.0705317197927
Spanish	parataxis	0.399329457429
Spanish	flat	1.45721392455e-11
Spanish	nsubj	0.453365205485
Spanish	nummod	0.52636618944
Spanish	advmod	0.598287556506
Spanish	punct	0.676067091714
Spanish	compound	0.322544398852
Spanish	case	0.068189152271
Spanish	cop	0.19734824512
Spanish	obl	0.54347227558
Spanish	obj	0.521111481637
Spanish	dep	0.576975997002
Spanish	appos	0.0641455989388
Spanish	det	0.0489937646001
Spanish	xcomp	0.139437743917
Spanish	nmod	0.140154250096
Spanish	amod	0.58205782272
Spanish	iobj	0.589831776455
Spanish	expl	0.039609104119
Spanish	fixed	2.86886932254e-11
Basque	cc	0.256829544041
Basque	ccomp	0.689582259382
Basque	csubj	0.692293170602
Basque	conj	6.66065583526e-11
Basque	acl	0.182936411691
Basque	vocative	0.613410049556
Basque	mark	0.22371807621
Basque	case	1.80425394407e-10
Basque	discourse	0.632230377824
Basque	advcl	0.663464073054
Basque	aux	0.291237307977
Basque	parataxis	0.114665283059
Basque	flat	1.63074162358e-10
Basque	nsubj	0.487050896338
Basque	nummod	0.691097160912
Basque	advmod	0.484157408592
Basque	punct	0.648115443045
Basque	compound	2.02003002726e-10
Basque	xcomp	0.471934607633
Basque	cop	0.493494213642
Basque	obl	0.573161158899
Basque	obj	0.420420676723
Basque	dep	0.0562323178023
Basque	appos	0.0501881824876
Basque	det	0.667498765546
Basque	nmod	0.314052257172
Basque	amod	0.596259160639
Basque	iobj	0.632486341738
Basque	fixed	1.08081735265e-09
Bulgarian	cc	0.00884367737206
Bulgarian	orphan	6.83976423187e-08
Bulgarian	ccomp	0.234757732999
Bulgarian	csubj	0.480775646138
Bulgarian	conj	0.0019006973145
Bulgarian	acl	0.0579734826107
Bulgarian	vocative	0.691658838721
Bulgarian	mark	1.61658128114e-10
Bulgarian	discourse	0.693100654265
Bulgarian	advcl	0.644779580844
Bulgarian	aux	0.102966660472
Bulgarian	parataxis	0.125574980507
Bulgarian	flat	1.71621268952e-10
Bulgarian	nsubj	0.547537459824
Bulgarian	nummod	0.275818016775
Bulgarian	advmod	0.489002895802
Bulgarian	punct	0.665642926619
Bulgarian	compound	1.00569139029e-07
Bulgarian	goeswith	1.9420680218e-07
Bulgarian	case	0.00280846320928
Bulgarian	cop	0.508299458886
Bulgarian	obl	0.637730483176
Bulgarian	obj	0.485672593102
Bulgarian	appos	0.317936780843
Bulgarian	det	0.681342466207
Bulgarian	xcomp	0.074446620463
Bulgarian	nmod	0.0787758343116
Bulgarian	amod	0.151611575393
Bulgarian	iobj	0.48755480232
Bulgarian	expl	0.393896021495
Bulgarian	fixed	3.95502410752e-10
Croatian	cc	0.0645361995596
Croatian	list	0.376770161865
Croatian	orphan	0.633233695583
Croatian	ccomp	0.0339685443562
Croatian	csubj	0.232788991674
Croatian	conj	0.0247812087964
Croatian	amod	0.0805461915345
Croatian	vocative	0.684616277816
Croatian	mark	0.0986960397634
Croatian	discourse	0.132799541289
Croatian	advcl	0.629540914395
Croatian	dislocated	2.68751527877e-08
Croatian	aux	0.603277913922
Croatian	parataxis	0.516263432612
Croatian	flat	0.0922766143179
Croatian	nsubj	0.539361864924
Croatian	nummod	0.238543641375
Croatian	advmod	0.320421844429
Croatian	punct	0.681538983719
Croatian	compound	0.692925868285
Croatian	goeswith	0.651756561203
Croatian	case	0.0117665482132
Croatian	cop	0.467858488672
Croatian	obl	0.643762055729
Croatian	obj	0.564122714136
Croatian	dep	0.686961576625
Croatian	appos	0.0619183895584
Croatian	det	0.0356149078409
Croatian	xcomp	0.164898911181
Croatian	nmod	0.112856777551
Croatian	acl	0.0487997970229
Croatian	iobj	0.687408093135
Croatian	expl	0.573918886622
Croatian	fixed	3.89782562377e-10
Estonian	flat	3.75148809028e-10
Estonian	cc	0.0269623169912
Estonian	list	0.605797499584
Estonian	orphan	0.39603308999
Estonian	ccomp	0.12060906977
Estonian	csubj	0.276599915017
Estonian	conj	5.84114794024e-11
Estonian	amod	0.159208341412
Estonian	vocative	0.687477789356
Estonian	mark	0.0514692839479
Estonian	discourse	0.39339932252
Estonian	advcl	0.602628400737
Estonian	aux	0.207183623284
Estonian	parataxis	0.329505068511
Estonian	case	0.549207821196
Estonian	nsubj	0.617769108945
Estonian	nummod	0.661045658588
Estonian	advmod	0.612407597753
Estonian	punct	0.675204356771
Estonian	compound	0.665245192868
Estonian	xcomp	0.485931861867
Estonian	cop	0.577547998791
Estonian	obl	0.687742590783
Estonian	obj	0.662735306546
Estonian	dep	1.00569138674e-07
Estonian	appos	6.47755015216e-10
Estonian	det	0.144664864168
Estonian	nmod	0.461508733258
Estonian	acl	0.692503473433
Hebrew	flat	1.14545051784e-10
Hebrew	cc	0.0294551996161
Hebrew	ccomp	0.0767889749843
Hebrew	csubj	0.636514168487
Hebrew	conj	5.50279377946e-11
Hebrew	acl	8.38175756402e-11
Hebrew	mark	5.67070125463e-11
Hebrew	advcl	0.580766196611
Hebrew	dislocated	1.47524872227e-08
Hebrew	aux	0.263645143106
Hebrew	parataxis	0.692034272094
Hebrew	xcomp	0.0277207070521
Hebrew	nsubj	0.599850318082
Hebrew	nummod	0.540062637167
Hebrew	advmod	0.668381154546
Hebrew	punct	0.546262289749
Hebrew	compound	3.55737482164e-11
Hebrew	goeswith	1.00569139029e-07
Hebrew	case	0.00769504973404
Hebrew	cop	0.150915464328
Hebrew	obl	0.546185217455
Hebrew	obj	0.146760947273
Hebrew	dep	0.520116147936
Hebrew	appos	0.0216543296792
Hebrew	det	0.000643116553677
Hebrew	nmod	0.125710070112
Hebrew	amod	4.07751234079e-11
Hebrew	iobj	0.212799076851
Hebrew	fixed	2.89510669718e-10
Japanese	cc	4.40893290321e-10
Japanese	ccomp	8.59501213244e-10
Japanese	csubj	1.21841802101e-09
Japanese	acl	3.16511124244e-11
Japanese	mark	2.83051681718e-11
Japanese	advcl	6.62709400646e-11
Japanese	aux	1.41535898304e-11
Japanese	nsubj	4.40386747805e-11
Japanese	nummod	9.86923031773e-11
Japanese	advmod	7.97923499201e-11
Japanese	punct	0.26091511606
Japanese	compound	0.273819349675
Japanese	case	7.79471706511e-12
Japanese	cop	1.3180709484e-10
Japanese	obl	3.06857372236e-11
Japanese	obj	5.8923926537e-11
Japanese	dep	0.198515244671
Japanese	det	3.41519535029e-10
Japanese	nmod	2.27375030335e-11
Japanese	amod	1.12716288281e-10
Japanese	iobj	6.79126344007e-11
Japanese	fixed	7.84801015206e-10
Polish	flat	6.83976423187e-08
Polish	cc	1.77202687983e-10
Polish	ccomp	0.0571764775133
Polish	csubj	0.562335145992
Polish	conj	1.14824207138e-10
Polish	acl	7.1247340669e-10
Polish	mark	0.0693818439927
Polish	advcl	0.654599321583
Polish	aux	0.668829887239
Polish	xcomp	0.116906849171
Polish	nsubj	0.602434701538
Polish	nummod	0.307035559348
Polish	advmod	0.520105114341
Polish	punct	0.610015276656
Polish	case	0.227723604661
Polish	cop	0.555372478044
Polish	obl	0.635696274924
Polish	obj	0.486059293664
Polish	appos	7.22247323979e-10
Polish	det	0.246696687718
Polish	nmod	0.289572043697
Polish	amod	0.64972115194
Polish	iobj	0.449025140589
Polish	expl	0.517448472921
Polish	fixed	7.8579234947e-09
Romanian	flat	0.0113656516805
Romanian	cc	0.109927902874
Romanian	list	2.40198966963e-08
Romanian	orphan	0.690467808705
Romanian	reparandum	1.9420680218e-07
Romanian	ccomp	0.0398688080844
Romanian	csubj	0.319117734054
Romanian	conj	0.00116167839765
Romanian	acl	0.0382602203151
Romanian	vocative	0.690987812406
Romanian	mark	0.0329578804422
Romanian	discourse	0.505065968148
Romanian	advcl	0.586832134399
Romanian	aux	0.0485222999191
Romanian	parataxis	0.66790198328
Romanian	xcomp	0.331127719753
Romanian	nsubj	0.492094827534
Romanian	nummod	0.690317606135
Romanian	advmod	0.558077043366
Romanian	punct	0.665786278476
Romanian	compound	0.380181946697
Romanian	goeswith	0.0908761214728
Romanian	case	0.0954939144008
Romanian	cop	0.258275895879
Romanian	obl	0.515725132162
Romanian	obj	0.456299687204
Romanian	dep	0.366924991878
Romanian	appos	0.0631246552873
Romanian	det	0.356243460146
Romanian	nmod	0.120156079869
Romanian	amod	0.370904139318
Romanian	iobj	0.678375204776
Romanian	expl	0.211211543557
Romanian	fixed	0.0158066356207
Slovak	flat	0.664831809381
Slovak	cc	0.0595506078329
Slovak	orphan	2.19283206863e-09
Slovak	ccomp	0.6896536349
Slovak	csubj	0.284090094512
Slovak	conj	7.82843920603e-11
Slovak	acl	0.03702483308
Slovak	vocative	0.605797499478
Slovak	mark	0.00481891222117
Slovak	discourse	0.474139313275
Slovak	advcl	0.674256823035
Slovak	aux	0.679594325982
Slovak	parataxis	0.664947202905
Slovak	case	0.0129489554378
Slovak	nsubj	0.630720254322
Slovak	nummod	0.689073066789
Slovak	advmod	0.472387114317
Slovak	punct	0.621339312153
Slovak	compound	4.2060237102e-08
Slovak	xcomp	0.2486368221
Slovak	cop	0.413156263058
Slovak	obl	0.668689578752
Slovak	obj	0.642748670607
Slovak	dep	0.617570850239
Slovak	appos	1.11335851847e-09
Slovak	det	0.100071549312
Slovak	nmod	0.419483369308
Slovak	amod	0.177049497959
Slovak	iobj	0.692661583251
Slovak	expl	0.615418800218
Slovak	fixed	1.50395305017e-09
Slovenian	cc	0.0156492754698
Slovenian	orphan	0.651756561233
Slovenian	reparandum	0.128861551641
Slovenian	ccomp	0.0807385837524
Slovenian	csubj	0.233791658749
Slovenian	conj	5.23081529405e-11
Slovenian	acl	0.0228514103464
Slovenian	vocative	0.692938919538
Slovenian	mark	0.0080422702056
Slovenian	discourse	0.605764715501
Slovenian	advcl	0.675276378087
Slovenian	dislocated	0.675142588599
Slovenian	aux	0.250109413785
Slovenian	parataxis	0.379962400285
Slovenian	flat	0.0161827040164
Slovenian	nsubj	0.587929314242
Slovenian	nummod	0.482413968007
Slovenian	advmod	0.539486073634
Slovenian	punct	0.683894423059
Slovenian	goeswith	3.53540675639e-08
Slovenian	case	0.00273298683221
Slovenian	cop	0.345471512461
Slovenian	obl	0.689031209412
Slovenian	obj	0.676546740518
Slovenian	dep	2.68751527877e-08
Slovenian	appos	6.27767156344e-10
Slovenian	det	0.00491015121927
Slovenian	xcomp	0.195618357649
Slovenian	nmod	0.207701611956
Slovenian	amod	0.120233815629
Slovenian	iobj	0.591356899839
Slovenian	expl	0.278687130168
Slovenian	fixed	4.19544923295e-10
Swedish	flat	5.90025656445e-10
Swedish	cc	0.107591585022
Swedish	list	4.20602361778e-08
Swedish	orphan	0.101264818335
Swedish	reparandum	6.83976429677e-08
Swedish	ccomp	0.0682971267128
Swedish	csubj	0.479661851335
Swedish	conj	4.36047150615e-11
Swedish	acl	0.00323186062131
Swedish	vocative	0.689994458035
Swedish	mark	0.0145378697166
Swedish	discourse	0.22371807621
Swedish	advcl	0.595125842997
Swedish	dislocated	0.692832904264
Swedish	aux	0.0263757086325
Swedish	parataxis	0.141765032961
Swedish	xcomp	0.130449912143
Swedish	nsubj	0.465115771381
Swedish	nummod	0.468375621373
Swedish	advmod	0.643059467173
Swedish	punct	0.442267059398
Swedish	compound	0.0873616557233
Swedish	case	0.075095800962
Swedish	cop	0.286926025483
Swedish	obl	0.472951360079
Swedish	obj	0.207968033954
Swedish	appos	4.07470327474e-10
Swedish	det	0.0075226510217
Swedish	nmod	0.684374268295
Swedish	amod	0.14757310628
Swedish	iobj	0.107700286177
Swedish	expl	0.48350197608
Swedish	fixed	1.39822376783e-10
Afrikaans	cc	0.0805270073292
Afrikaans	ccomp	0.131601480751
Afrikaans	csubj	0.69314718056
Afrikaans	conj	0.0447760333773
Afrikaans	mark	0.256156062111
Afrikaans	aux	0.688713775712
Afrikaans	flat	0.356725723197
Afrikaans	nsubj	0.0905346743709
Afrikaans	nummod	7.04846893293e-10
Afrikaans	advmod	0.640151205666
Afrikaans	punct	0.276904322872
Afrikaans	compound	0.668339701935
Afrikaans	case	0.124659494293
Afrikaans	cop	0.686305949321
Afrikaans	obl	0.69285487472
Afrikaans	obj	0.564383134897
Afrikaans	dep	0.196529896004
Afrikaans	appos	4.41339216745e-09
Afrikaans	det	0.00688872318376
Afrikaans	xcomp	0.250954804454
Afrikaans	nmod	0.301631678902
Afrikaans	amod	0.600633065468
Afrikaans	iobj	0.680292000202
Chinese	flat	8.42878306991e-10
Chinese	cc	0.0659988380743
Chinese	orphan	1.00569139029e-07
Chinese	ccomp	0.418332401354
Chinese	csubj	0.0197832148909
Chinese	conj	9.56651772172e-11
Chinese	amod	0.0122562018997
Chinese	vocative	1.94206803734e-07
Chinese	clf	1.34139260638e-10
Chinese	mark	0.67036786659
Chinese	discourse	0.0343898553669
Chinese	advcl	1.68258029193e-09
Chinese	dislocated	0.163023630066
Chinese	aux	1.9753010572e-10
Chinese	xcomp	0.518187825545
Chinese	nsubj	0.00814156318437
Chinese	nummod	0.0352109907136
Chinese	advmod	0.126709287374
Chinese	punct	0.667501980931
Chinese	case	0.612757448215
Chinese	cop	0.00519872356256
Chinese	obl	0.365287683864
Chinese	obj	0.122883385555
Chinese	dep	0.124373671551
Chinese	appos	0.686354111155
Chinese	det	0.00608622025581
Chinese	nmod	0.0695585123415
Chinese	acl	0.540599139491
Chinese	iobj	3.33568304988e-09
Danish	cc	0.264248325759
Danish	list	0.105640481801
Danish	reparandum	1.00569138674e-07
Danish	ccomp	0.686423791143
Danish	conj	0.124832122038
Danish	acl	0.13688558346
Danish	vocative	0.670008979861
Danish	mark	0.151393207966
Danish	discourse	0.663725497513
Danish	advcl	0.141409231535
Danish	aux	0.0944151707609
Danish	parataxis	1.9420680218e-07
Danish	flat	1.83405674953e-10
Danish	nsubj	0.442697565873
Danish	nummod	0.45337373476
Danish	advmod	0.654125366227
Danish	punct	0.339631861365
Danish	compound	0.445322090115
Danish	goeswith	3.53540675639e-08
Danish	case	0.14742057257
Danish	cop	0.210966564016
Danish	obl	0.467628874936
Danish	obj	0.207274828732
Danish	dep	0.460276661819
Danish	appos	0.0931336384423
Danish	det	0.0157140625264
Danish	xcomp	0.621948114858
Danish	nmod	0.542254365227
Danish	amod	0.39936775061
Danish	iobj	0.275266364447
Danish	expl	0.519117742938
Danish	fixed	5.90025656445e-10
Greek	cc	0.0864011540048
Greek	orphan	0.36692499134
Greek	ccomp	0.149403179348
Greek	csubj	0.115898822513
Greek	conj	0.00475691315385
Greek	acl	0.204144162026
Greek	vocative	0.509079299241
Greek	mark	0.0432222618167
Greek	discourse	0.450561210655
Greek	advcl	0.561088954671
Greek	aux	0.0251440699428
Greek	parataxis	0.500402423705
Greek	xcomp	0.11130242476
Greek	nsubj	0.581651914368
Greek	nummod	0.189208980609
Greek	advmod	0.659498008446
Greek	punct	0.680420142095
Greek	compound	0.0748759738197
Greek	case	0.0357510729635
Greek	cop	0.400031342949
Greek	obl	0.547869288298
Greek	obj	0.449071666844
Greek	dep	0.376770162169
Greek	appos	1.24190861685e-09
Greek	det	0.0853568507043
Greek	nmod	0.323906777474
Greek	amod	0.15190823037
Greek	iobj	0.418419855159
Greek	expl	1.57569557735e-08
Greek	fixed	4.57892405744e-09
Hungarian	cc	0.501225269538
Hungarian	list	1.57569563432e-08
Hungarian	orphan	0.48257756532
Hungarian	ccomp	0.372204681369
Hungarian	csubj	0.334532427771
Hungarian	conj	0.196559204985
Hungarian	acl	0.0825649381963
Hungarian	vocative	1.94206803734e-07
Hungarian	mark	0.0930914969601
Hungarian	discourse	1.94206803734e-07
Hungarian	advcl	0.623787335982
Hungarian	dislocated	1.9420680218e-07
Hungarian	aux	0.691761498855
Hungarian	parataxis	0.61245451125
Hungarian	flat	0.485342976316
Hungarian	nsubj	0.55107992809
Hungarian	nummod	0.0249819411886
Hungarian	advmod	0.343103039971
Hungarian	punct	0.619503646962
Hungarian	compound	0.651756561176
Hungarian	goeswith	6.83976423187e-08
Hungarian	case	0.0222458037585
Hungarian	cop	0.570756402784
Hungarian	obl	0.430815090927
Hungarian	obj	0.684793052176
Hungarian	dep	1.94206803734e-07
Hungarian	appos	0.458846842491
Hungarian	det	0.004305082033
Hungarian	xcomp	0.309030141123
Hungarian	nmod	0.445882164888
Hungarian	amod	0.0353803230887
Hungarian	iobj	0.682014817604
North_Sami	cc	0.367789517754
North_Sami	ccomp	0.280738563101
North_Sami	csubj	0.160680562606
North_Sami	conj	3.00029272085e-10
North_Sami	amod	0.0480949358868
North_Sami	vocative	0.62108637474
North_Sami	mark	0.0136319456684
North_Sami	case	0.292649935479
North_Sami	discourse	0.689191344305
North_Sami	advcl	0.350788970301
North_Sami	aux	0.0993363816103
North_Sami	parataxis	0.264052051892
North_Sami	flat	1.88221006256e-09
North_Sami	nsubj	0.500065555648
North_Sami	nummod	0.234499248131
North_Sami	advmod	0.67782563502
North_Sami	punct	0.287847686114
North_Sami	compound	0.0895780273576
North_Sami	xcomp	0.220348927275
North_Sami	cop	0.27335262922
North_Sami	obl	0.622759882049
North_Sami	obj	0.482823172967
North_Sami	appos	3.47649547182e-09
North_Sami	det	0.249723639688
North_Sami	nmod	0.403255470826
North_Sami	acl	0.474830927026
Persian	cc	0.0747452974328
Persian	ccomp	0.018634122922
Persian	conj	3.60148336119e-11
Persian	acl	0.00637485757675
Persian	vocative	0.589002605039
Persian	mark	0.0101287127736
Persian	advcl	0.497180363874
Persian	dislocated	0.148042247356
Persian	aux	0.687944955918
Persian	parataxis	0.291828222326
Persian	flat	0.00293772684847
Persian	nsubj	0.0570984090346
Persian	nummod	0.375630191609
Persian	advmod	0.174380434723
Persian	punct	0.64932507982
Persian	compound	0.0289315101319
Persian	case	0.397023457422
Persian	cop	0.015191608388
Persian	obl	0.106669888452
Persian	obj	0.0877550552114
Persian	dep	0.537748169548
Persian	appos	0.101264817637
Persian	det	7.55005296213e-11
Persian	xcomp	0.206192050695
Persian	nmod	0.368607318595
Persian	amod	0.244452322171
Persian	fixed	1.7420146654e-10
Serbian	cc	0.0408872761596
Serbian	list	1.98350715121e-08
Serbian	orphan	0.402160871988
Serbian	ccomp	2.49155024975e-10
Serbian	csubj	0.128318705751
Serbian	conj	9.51848120715e-11
Serbian	acl	0.0535621871995
Serbian	vocative	1.94206803734e-07
Serbian	mark	0.0035573064316
Serbian	discourse	0.366924991328
Serbian	advcl	0.599939568962
Serbian	aux	0.629657231167
Serbian	parataxis	0.456004083954
Serbian	flat	1.07568881208e-10
Serbian	nsubj	0.534860960116
Serbian	nummod	0.163572078308
Serbian	advmod	0.302001518015
Serbian	punct	0.680918620489
Serbian	compound	0.540911491524
Serbian	goeswith	0.661563238238
Serbian	case	0.00247174855699
Serbian	cop	0.363057817039
Serbian	obl	0.526325670626
Serbian	obj	0.366657065934
Serbian	dep	0.636514169065
Serbian	appos	0.0958305603721
Serbian	det	0.0153758617064
Serbian	xcomp	0.227161933061
Serbian	nmod	0.0460417398318
Serbian	amod	0.0258491232222
Serbian	iobj	0.69314718056
Serbian	fixed	6.67392033838e-10
Turkish	cc	0.323237812791
Turkish	ccomp	0.139060799461
Turkish	csubj	3.05237011394e-08
Turkish	conj	0.507069478752
Turkish	acl	0.0356747306283
Turkish	mark	0.148042247356
Turkish	discourse	0.68088998727
Turkish	aux	1.5218702845e-09
Turkish	parataxis	0.376770163081
Turkish	flat	0.0594977281489
Turkish	nsubj	0.286318667917
Turkish	nummod	0.0454677977689
Turkish	advmod	0.658704327369
Turkish	punct	0.635029190568
Turkish	compound	0.205558770573
