Script	Model
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_Heldout.py	6577084
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_Heldout.py	7689872
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_Heldout.py	7797631
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_Heldout.py	8795783
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_Heldout.py	9965849
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_HeldoutClip.py	1300283
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_HeldoutClip.py	1985576
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_HeldoutClip.py	2283853
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_HeldoutClip.py	421120
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_HeldoutClip.py	4962911
forWords_Japanese_OptimizeOrder_MorphemeGrammar_Normalized_FullData_HeldoutClip.py	5148385
forWords_Japanese_OptimizeOrder_Normalized_FullData.py	2291649
forWords_Japanese_OptimizeOrder_Normalized_FullData.py	2598724
forWords_Japanese_OptimizeOrder_Normalized_FullData.py	2980412
forWords_Japanese_OptimizeOrder_Normalized_FullData.py	4517527
forWords_Japanese_OptimizeOrder_Normalized_FullData.py	499466
forWords_Japanese_OptimizeOrder_Normalized_FullData.py	6226414
forWords_Japanese_OptimizeOrder_Normalized_FullData.py	780748
forWords_Japanese_OptimizeOrder_Normalized_FullData.py	8506482
forWords_Japanese_OptimizeOrder_Normalized_FullData_suru.py	1094736
forWords_Japanese_OptimizeOrder_Normalized_FullData_suru.py	4094539
forWords_Japanese_OptimizeOrder_Normalized_FullData_suru.py	4286952
forWords_Japanese_OptimizeOrder_Normalized_FullData_suru.py	4496546
forWords_Japanese_OptimizeOrder_Normalized_FullData_suru.py	9406733
