Language	Estimator	Model	Distance	Surprisal	Script	Part
e	Heldout	ADN	4	-2.520413353652021	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py	det
e	Heldout	ADN	5	-2.5363077637612323	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py	det
e	Heldout	ADN	6	-2.5556960325901077	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py	det
e	Heldout	ADN	0	-9.856650854738954	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py	nummod
e	Heldout	ADN	1	-9.534515123402727	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py	nummod
e	Heldout	ADN	2	-10.146960152965567	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py	nummod
e	Heldout	ADN	3	-10.802185368369189	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py	nummod
e	Heldout	ADN	4	-11.465105143805603	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py	nummod
e	Heldout	ADN	5	-12.130474056913405	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py	nummod
e	Heldout	ADN	6	-12.796805153272416	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs.py	nummod
e	Heldout	GROUND	0	-2.7830151539074	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	GROUND	1	-1.0259272492420337	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	GROUND	2	-1.0069632017074142	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	GROUND	3	-1.0047762694509055	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	GROUND	4	-1.0041501889885245	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	GROUND	5	-1.003889727078168	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	GROUND	6	-1.0037700646792822	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	GROUND	0	-10.489208220270381	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	GROUND	1	-9.861373696547933	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	GROUND	2	-9.831907649780787	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	GROUND	3	-9.912679870915438	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	GROUND	4	-10.021519482620729	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	GROUND	5	-10.139374609089197	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	GROUND	6	-10.261546494006616	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	GROUND	0	-9.96730231150784	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	GROUND	1	-9.344078743795112	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	GROUND	2	-9.748343878739982	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	GROUND	3	-10.29406690974015	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	GROUND	4	-10.868393884035461	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	GROUND	5	-11.452746302800122	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	GROUND	6	-12.04128387835928	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	GROUND	0	-5.7648196326128	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	GROUND	1	-3.052687931914294	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	GROUND	2	-3.0575204068288344	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	GROUND	3	-3.0801809091286194	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	GROUND	4	-3.1032551511636197	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	GROUND	5	-3.1263597527827116	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	GROUND	6	-3.149474132261443	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	GROUND	0	-4.31269381809834	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	GROUND	1	-1.9213702658700125	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	GROUND	2	-1.837049412507355	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	GROUND	3	-1.845001837435848	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	GROUND	4	-1.867202779926674	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	GROUND	5	-1.8922455016849966	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	GROUND	6	-1.9179819841206065	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	GROUND	0	-9.599114170521162	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	GROUND	1	-9.471163842006787	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	GROUND	2	-10.178428668417856	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	GROUND	3	-10.904798598981325	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	GROUND	4	-11.641781174360625	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	GROUND	5	-12.382141288769295	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	GROUND	6	-13.123857948380385	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	DAN	0	-2.7830151539074	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	DAN	1	-1.0259052326639493	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	DAN	2	-1.006930470414565	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	DAN	3	-1.0047435381580563	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	DAN	4	-1.0041174576956753	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	DAN	5	-1.0038569957853187	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	DAN	6	-1.003737333386433	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	DAN	0	-10.489208220270381	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	DAN	1	-9.863802228656844	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	DAN	2	-9.834513559858099	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	DAN	3	-9.915131235669158	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	DAN	4	-10.023818967651533	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	DAN	5	-10.141527455640967	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	DAN	6	-10.263556418724383	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	DAN	0	-9.96730231150784	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	DAN	1	-9.352784534295314	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	DAN	2	-9.773480950760641	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	DAN	3	-10.335622040150163	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	DAN	4	-10.926391712168932	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	DAN	5	-11.527189306752703	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	DAN	6	-12.132168248190563	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	DAN	0	-5.7648196326128	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	DAN	1	-3.048554824523021	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	DAN	2	-3.0507455368865837	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	DAN	3	-3.0724070807261676	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	DAN	4	-3.0945487367816558	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	DAN	5	-3.1167227919906035	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	DAN	6	-3.138906682004079	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	DAN	0	-4.31269381809834	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	DAN	1	-1.9208412077163146	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	DAN	2	-1.836201913151545	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	DAN	3	-1.8444295783218219	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	DAN	4	-1.866991607246522	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	DAN	5	-1.8924142271621471	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	DAN	6	-1.9185353621372339	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	DAN	0	-9.599114170521162	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	DAN	1	-9.580741649689626	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	DAN	2	-10.239067466416179	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	DAN	3	-10.902420563809102	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	DAN	4	-11.574146763244286	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	DAN	5	-12.248429648224759	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	DAN	6	-12.923639600553958	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	ADN	0	-2.7830151539074	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	ADN	1	-1.028270060185	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	ADN	2	-0.9890445322614373	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	ADN	3	-0.9881431805066375	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	ADN	4	-0.9878666206197756	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	ADN	5	-0.9877532976707122	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	ADN	6	-0.987702763820555	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	ADN	0	-10.489208220270381	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	ADN	1	-9.592745644423282	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	ADN	2	-9.478091537135857	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	ADN	3	-9.561616926445202	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	ADN	4	-9.676201942305733	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	ADN	5	-9.800070669744963	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	ADN	6	-9.928297600978789	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	ADN	0	-9.96730231150784	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	ADN	1	-9.918268020428874	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	ADN	2	-10.688163234439296	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	ADN	3	-11.497615476723356	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	ADN	4	-12.313940275727964	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	ADN	5	-13.13191225545968	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	ADN	6	-13.950349934165821	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	ADN	0	-5.7648196326128	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	ADN	1	-3.032917130132097	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	ADN	2	-2.974306978468934	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	ADN	3	-2.982532576574671	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	ADN	4	-2.9960040112305224	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	ADN	5	-3.009927061294327	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	ADN	6	-3.0238984687513653	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	ADN	0	-4.31269381809834	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	ADN	1	-2.260108366259013	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	ADN	2	-2.1306139585072263	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	ADN	3	-2.1274893544148354	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	ADN	4	-2.152715625736041	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	ADN	5	-2.1864804727741687	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	ADN	6	-2.2232211520995446	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	ADN	0	-9.599114170521162	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	ADN	1	-9.21203490641337	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	ADN	2	-9.551344963208491	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	ADN	3	-10.036449892304743	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	ADN	4	-10.539038853390574	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	ADN	5	-11.047354425602908	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	ADN	6	-11.558008180451878	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	NDA	0	-2.7830151539074	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NDA	1	-1.0259460768287318	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NDA	2	-1.006496366152337	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NDA	3	-1.0043028954737472	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NDA	4	-1.0036769469541873	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NDA	5	-1.0034164744874334	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NDA	6	-1.003296816158805	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NDA	0	-10.489208220270381	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NDA	1	-9.86078390709344	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NDA	2	-9.83361768743362	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NDA	3	-9.914434336041115	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NDA	4	-10.024118014262902	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NDA	5	-10.142833709471923	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NDA	6	-10.265871481769516	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NDA	0	-9.96730231150784	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	NDA	1	-9.338748720363375	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	NDA	2	-9.737954974319363	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	NDA	3	-10.27741034180763	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	NDA	4	-10.844839987359224	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	NDA	5	-11.422078633096024	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	NDA	6	-12.003436480798213	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	amod
e	Heldout	NDA	0	-5.7648196326128	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	NDA	1	-3.0483289578192974	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	NDA	2	-3.0497705990661963	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	NDA	3	-3.0712430457429316	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	NDA	4	-3.093219770524754	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	NDA	5	-3.115229681848428	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	NDA	6	-3.1372494507102924	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	case
e	Heldout	NDA	0	-4.31269381809834	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	NDA	1	-1.9535072750971558	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	NDA	2	-1.8653120520558661	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	NDA	3	-1.8720602169408223	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	NDA	4	-1.8940265050169192	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	NDA	5	-1.9192262071256385	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	NDA	6	-1.945299518660189	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	det
e	Heldout	NDA	0	-9.599114170521162	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	NDA	1	-9.25839544679155	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	NDA	2	-10.108265690549517	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	NDA	3	-11.002925192114054	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	NDA	4	-11.904438075674092	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	NDA	5	-12.807289970139056	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	NDA	6	-13.7104452028614	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	nummod
e	Heldout	NAD	0	-2.7830151539074	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NAD	1	-1.0282684160764182	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NAD	2	-0.9881927705343171	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NAD	3	-0.9873024336476119	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NAD	4	-0.9870264736834163	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NAD	5	-0.9869132598767291	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NAD	6	-0.9868627717712251	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	EOS
e	Heldout	NAD	0	-10.489208220270381	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NAD	1	-9.58946368475227	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NAD	2	-9.467505888862219	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NAD	3	-9.551554372458455	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NAD	4	-9.66734429704422	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
e	Heldout	NAD	5	-9.792403571812867	yWithMorphologySequentialStreamDropoutDev_Ngrams_Log_Restrict_OnlyNPs_2.py	NOUN
